Age,EducationLevel,FieldOfStudy,InstitutionType,MonthlyIncome,LearningFrequency,PreferredFormats,UsedPlatforms,StudyTime,AttentionSpan,LearningMotivation,LearningChallenges,DeviceUsed,WillingnessToUse,WillingToShareData,ValuableFeatures,MonthlyWillingnessToPay,ContentDeliveryMode,PreferredLanguages,CareAboutCertification,ConvincingFactors,GoalTrackingPreference,TryNewToolsFrequency,OnlineLearningFear,RecommendLikelihood
23,Postgraduate,Arts,Coaching Institute,< ₹10k,Often,One-on-one mentoring,YouTube,Afternoon,>60 mins,Academic success,"Time management, Procrastination",Tablet,3,Yes,Gamification,183.44,Video only,"English, Regional, Mix of English + Regional",Yes,"Certifications, App reviews",Score tracking,Occasionally,Wasting money,2
20,High School,Other,Other,₹30k–60k,Rarely,"Text-based guides, Video lectures","BYJU'S, None, Coursera",Morning,45–60 mins,Certification,"Hard to understand, Hard to stay focused",Tablet,4,Yes,Weekly reports,234.83,Interactive modules,Hindi,Yes,Better grades,Progress bars,Occasionally,Not understanding,5
16,Other,Medical,Coaching Institute,₹10k–30k,Often,"Flashcards, Interactive quizzes, Video lectures",None,Random,45–60 mins,Certification,"Lack of support, Procrastination",Laptop,1,Yes,"Adaptive quizzes, Personalized schedules",34.23,AI tutor,Mix of English + Regional,Yes,"Peer usage, Better grades, App reviews",Mentor reviews,Often,Wasting money,1
16,Postgraduate,Science,Traditional College,₹10k–30k,Rarely,Text-based guides,YouTube,Evening,30–45 mins,Peer pressure,Poor content quality,Laptop,5,No,"Weekly reports, Personalized schedules, Peer comparison",212.58,Mixed,"Hindi, Regional",Yes,"Trial success, Better grades, Certifications",Progress bars,Often,Too boring,5
22,Other,Science,Coaching Institute,₹10k–30k,Often,Interactive quizzes,"None, Unacademy, Khan Academy",Random,15–30 mins,Academic success,"Poor content quality, Time management",Desktop,4,Yes,Mentor guidance,253.16,Interactive modules,"Regional, Mix of English + Regional",Yes,App reviews,Progress bars,Occasionally,Wasting time,2
19,High School,Arts,Online University,₹30k–60k,Occasionally,Flashcards,"YouTube, BYJU'S, Khan Academy",Evening,15–30 mins,Certification,"Poor content quality, Hard to understand, Time management",Desktop,2,Yes,"Adaptive quizzes, Peer comparison, Weekly reports",373.0,Mixed,"Mix of English + Regional, Hindi",Yes,"Peer usage, Better grades, Trial success",Progress bars,Often,Wasting money,4
21,Other,Law,Coaching Institute,₹10k–30k,Often,"Text-based guides, Flashcards, Interactive quizzes","BYJU'S, Khan Academy",Afternoon,30–45 mins,Peer pressure,"Procrastination, Lack of support",Laptop,3,Yes,"Mentor guidance, Adaptive quizzes",301.41,Interactive modules,Regional,Yes,"Better grades, App reviews, Trial success",Achievement badges,Often,Wasting time,3
20,Other,Arts,Other,< ₹10k,Rarely,"Group discussions, Flashcards, Text-based guides","Unacademy, YouTube, BYJU'S",Evening,15–30 mins,Academic success,Lack of support,Tablet,3,Yes,"Weekly reports, Gamification",477.38,AI tutor,"Regional, English, Mix of English + Regional",Yes,"Better structure, Trial success, Peer usage",Mentor reviews,Often,Not finishing,5
23,Postgraduate,Other,Self-Learning,₹30k–60k,Daily,Text-based guides,Udemy,Random,45–60 mins,Curiosity,Hard to understand,Mobile,5,Yes,Personalized schedules,146.37,Text + Video,Mix of English + Regional,No,"Certifications, Peer usage, App reviews",Mentor reviews,Occasionally,Wasting money,2
22,High School,Other,Coaching Institute,₹30k–60k,Occasionally,Interactive quizzes,BYJU'S,Morning,<15 mins,Curiosity,"Procrastination, Poor content quality, Time management",Laptop,4,Yes,"Gamification, Personalized schedules, Mentor guidance",510.79,Video only,"English, Hindi, Regional",No,"Better structure, Trial success",Score tracking,Often,Wasting money,2
17,Other,Other,Traditional College,₹10k–30k,Occasionally,"Interactive quizzes, Group discussions, Video lectures","Coursera, Khan Academy, None",Random,<15 mins,Certification,Lack of support,Desktop,4,Yes,Personalized schedules,0.0,Video only,"Hindi, Regional, Mix of English + Regional",Yes,Better grades,Progress bars,Often,Not understanding,2
24,High School,Law,Coaching Institute,₹60k–100k,Daily,"One-on-one mentoring, Text-based guides, Group discussions","Unacademy, BYJU'S, YouTube",Evening,>60 mins,Academic success,"Procrastination, Lack of support, Hard to stay focused",Laptop,5,Yes,"Gamification, Mentor guidance, Personalized schedules",168.48,Interactive modules,Hindi,Yes,"Certifications, Peer usage, App reviews",Progress bars,Always,Wasting time,4
20,High School,Law,Online University,< ₹10k,Daily,"Text-based guides, Group discussions, Flashcards","Khan Academy, BYJU'S",Random,45–60 mins,Peer pressure,"Hard to stay focused, Hard to understand",Mobile,3,Yes,"Gamification, Weekly reports, Adaptive quizzes",526.84,Text + Video,"Hindi, Mix of English + Regional, Regional",No,"Certifications, Better structure",Score tracking,Often,Too boring,3
24,Other,Business,Other,₹60k–100k,Often,"Video lectures, One-on-one mentoring","BYJU'S, Coursera",Late night,>60 mins,Parental push,"Time management, Hard to stay focused, Procrastination",Laptop,3,Yes,"Adaptive quizzes, Mentor guidance",93.7,Interactive modules,"English, Regional",Yes,"Peer usage, Better structure",Achievement badges,Often,Too boring,4
21,High School,Medical,Other,₹60k–100k,Often,"Group discussions, One-on-one mentoring, Text-based guides",Coursera,Random,15–30 mins,Academic success,"Hard to stay focused, Time management",Laptop,4,Yes,Weekly reports,227.19,Mixed,"Hindi, English",Yes,"App reviews, Trial success",Score tracking,Occasionally,Wasting time,1
19,Other,Medical,Online University,₹10k–30k,Often,"Flashcards, Group discussions, Text-based guides","Coursera, Unacademy, Khan Academy",Evening,45–60 mins,Parental push,"Time management, Hard to understand",Laptop,4,Yes,"Mentor guidance, Peer comparison, Personalized schedules",339.6,Video only,"Regional, English, Hindi",No,Trial success,Score tracking,Occasionally,Not finishing,4
19,High School,Business,Coaching Institute,₹60k–100k,Often,"Interactive quizzes, Flashcards","None, Coursera",Late night,30–45 mins,Parental push,Poor content quality,Tablet,3,Yes,"Peer comparison, Personalized schedules, Gamification",281.2,Video only,Regional,Yes,"Trial success, App reviews, Better grades",Achievement badges,Rarely,Not finishing,4
22,High School,Law,Traditional College,> ₹100k,Occasionally,"Group discussions, Text-based guides",Coursera,Late night,45–60 mins,Academic success,"Poor content quality, Hard to understand, Lack of support",Mobile,5,Yes,"Peer comparison, Mentor guidance, Personalized schedules",297.14,Text + Video,Mix of English + Regional,Yes,"Certifications, Better grades",Mentor reviews,Occasionally,Not understanding,2
20,High School,Law,Coaching Institute,< ₹10k,Often,Interactive quizzes,YouTube,Late night,>60 mins,Parental push,"Poor content quality, Procrastination, Hard to understand",Desktop,3,No,"Personalized schedules, Gamification",213.08,Mixed,"Mix of English + Regional, Regional, English",Yes,Certifications,Score tracking,Often,Wasting money,4
24,Other,Medical,Traditional College,₹30k–60k,Daily,"Text-based guides, Flashcards, Group discussions","BYJU'S, Udemy, None",Evening,<15 mins,Certification,"Poor content quality, Lack of support, Time management",Mobile,3,Yes,Personalized schedules,570.06,Interactive modules,"Mix of English + Regional, Hindi",Yes,"Peer usage, Trial success, Better structure",Achievement badges,Often,Not finishing,5
21,Other,Business,Self-Learning,₹30k–60k,Often,"Flashcards, One-on-one mentoring, Interactive quizzes","Udemy, Khan Academy",Late night,30–45 mins,Parental push,"Lack of support, Procrastination",Mobile,2,Yes,"Adaptive quizzes, Weekly reports",304.5,Interactive modules,"Mix of English + Regional, Regional, English",Yes,"Trial success, Better grades",Progress bars,Occasionally,Wasting time,3
20,High School,Law,Other,₹10k–30k,Occasionally,One-on-one mentoring,"Udemy, Unacademy",Afternoon,>60 mins,Parental push,Procrastination,Desktop,4,Yes,"Personalized schedules, Adaptive quizzes, Peer comparison",314.34,AI tutor,"English, Hindi",No,"Trial success, App reviews, Certifications",Mentor reviews,Often,Not finishing,5
23,Professional Course,Business,Online University,₹60k–100k,Rarely,"Video lectures, Interactive quizzes",Unacademy,Morning,45–60 mins,Peer pressure,"Time management, Poor content quality, Hard to stay focused",Mobile,2,Yes,"Gamification, Peer comparison, Adaptive quizzes",373.69,Mixed,"English, Hindi, Mix of English + Regional",Yes,"Better grades, Trial success",Mentor reviews,Occasionally,Wasting money,3
19,Professional Course,Law,Coaching Institute,₹10k–30k,Occasionally,"Text-based guides, Group discussions","Coursera, YouTube",Morning,15–30 mins,Academic success,"Procrastination, Poor content quality, Hard to understand",Laptop,4,Yes,"Weekly reports, Mentor guidance, Personalized schedules",305.12,Interactive modules,Regional,Yes,"Certifications, Better grades, Better structure",Score tracking,Rarely,Wasting time,1
22,Professional Course,Other,Traditional College,₹10k–30k,Occasionally,"One-on-one mentoring, Video lectures, Interactive quizzes","None, BYJU'S",Random,15–30 mins,Academic success,"Procrastination, Time management, Lack of support",Desktop,4,No,"Gamification, Peer comparison, Personalized schedules",213.16,Text + Video,Hindi,No,"App reviews, Better structure, Certifications",Achievement badges,Rarely,Not finishing,5
25,Other,Medical,Coaching Institute,₹10k–30k,Daily,"One-on-one mentoring, Text-based guides",Khan Academy,Late night,<15 mins,Peer pressure,"Hard to stay focused, Poor content quality, Lack of support",Laptop,3,No,Peer comparison,333.74,Video only,"English, Regional",Yes,"Certifications, Trial success",Score tracking,Never,Not understanding,5
18,Other,Arts,Traditional College,₹10k–30k,Daily,"Interactive quizzes, Text-based guides, Group discussions","YouTube, Unacademy",Late night,<15 mins,Curiosity,Procrastination,Mobile,3,Yes,"Gamification, Peer comparison, Adaptive quizzes",249.53,Interactive modules,"Hindi, Regional",Yes,Certifications,Score tracking,Often,Not finishing,4
20,Professional Course,Engineering,Online University,₹10k–30k,Often,"Group discussions, Interactive quizzes","BYJU'S, Udemy",Afternoon,45–60 mins,Parental push,Poor content quality,Laptop,4,Yes,Peer comparison,351.31,Video only,"Hindi, English, Mix of English + Regional",Yes,"Better structure, Peer usage, Better grades",Mentor reviews,Always,Wasting time,4
21,Other,Medical,Traditional College,₹10k–30k,Daily,"Text-based guides, Group discussions",Khan Academy,Afternoon,<15 mins,Career goals,Lack of support,Laptop,3,No,"Mentor guidance, Personalized schedules, Adaptive quizzes",311.62,Video only,"Hindi, Regional",Yes,App reviews,Score tracking,Often,Wasting time,4
20,Other,Business,Traditional College,₹30k–60k,Often,"Flashcards, Interactive quizzes","Unacademy, None",Evening,15–30 mins,Career goals,"Hard to stay focused, Time management, Lack of support",Mobile,4,Yes,Adaptive quizzes,143.84,Interactive modules,English,Yes,"Peer usage, App reviews, Better grades",Score tracking,Often,Too boring,5
20,Postgraduate,Medical,Online University,₹60k–100k,Often,"Text-based guides, One-on-one mentoring, Video lectures","Coursera, Unacademy",Morning,45–60 mins,Peer pressure,"Time management, Lack of support",Mobile,5,Yes,"Gamification, Weekly reports, Adaptive quizzes",337.87,AI tutor,"Mix of English + Regional, Hindi",No,Better grades,Mentor reviews,Never,Too boring,5
20,Other,Science,Self-Learning,> ₹100k,Daily,Text-based guides,YouTube,Random,30–45 mins,Certification,Hard to stay focused,Tablet,4,Yes,"Adaptive quizzes, Mentor guidance",263.54,Interactive modules,English,Yes,Certifications,Progress bars,Always,Not finishing,3
20,Postgraduate,Business,Online University,< ₹10k,Rarely,"Flashcards, Interactive quizzes, One-on-one mentoring",YouTube,Afternoon,15–30 mins,Career goals,"Procrastination, Lack of support",Laptop,5,Yes,"Gamification, Weekly reports, Mentor guidance",390.63,Mixed,"English, Regional, Mix of English + Regional",No,"Certifications, Trial success",Mentor reviews,Often,Not understanding,4
22,Other,Engineering,Other,> ₹100k,Never,Group discussions,"YouTube, Unacademy, Coursera",Morning,15–30 mins,Career goals,"Hard to understand, Lack of support, Procrastination",Tablet,4,Yes,Weekly reports,432.15,AI tutor,"Mix of English + Regional, Hindi",Yes,"Certifications, Better grades",Mentor reviews,Rarely,Wasting money,5
16,Professional Course,Law,Other,₹30k–60k,Often,"Interactive quizzes, Group discussions",Unacademy,Late night,15–30 mins,Career goals,"Time management, Hard to understand, Lack of support",Laptop,5,Yes,Mentor guidance,508.18,Text + Video,"English, Mix of English + Regional, Regional",Yes,"Certifications, App reviews",Progress bars,Often,Too boring,5
17,Postgraduate,Science,Self-Learning,₹60k–100k,Often,"Video lectures, Text-based guides","BYJU'S, Unacademy",Random,<15 mins,Certification,Hard to understand,Tablet,4,No,Weekly reports,403.66,Mixed,"Hindi, Regional",Yes,"Trial success, Better structure, Peer usage",Achievement badges,Always,Wasting money,4
19,Other,Law,Traditional College,₹60k–100k,Rarely,"Flashcards, Interactive quizzes, Video lectures","Unacademy, YouTube, BYJU'S",Late night,<15 mins,Academic success,"Time management, Hard to understand, Lack of support",Tablet,2,Yes,Adaptive quizzes,465.6,Interactive modules,"Hindi, English",No,Better grades,Mentor reviews,Occasionally,Too boring,3
23,High School,Business,Self-Learning,₹30k–60k,Rarely,"Video lectures, Flashcards, Interactive quizzes","Unacademy, YouTube",Evening,15–30 mins,Academic success,"Poor content quality, Time management",Mobile,5,Yes,Adaptive quizzes,407.63,Text + Video,English,Yes,"App reviews, Trial success, Certifications",Progress bars,Always,Wasting time,4
22,Postgraduate,Law,Other,₹60k–100k,Occasionally,"Flashcards, Group discussions",BYJU'S,Morning,15–30 mins,Career goals,"Time management, Poor content quality",Mobile,5,Yes,"Mentor guidance, Gamification, Peer comparison",22.5,Interactive modules,"Mix of English + Regional, English",Yes,"Peer usage, Trial success, Better grades",Mentor reviews,Often,Wasting money,3
20,Other,Science,Coaching Institute,₹60k–100k,Occasionally,"Interactive quizzes, Group discussions, Text-based guides",Udemy,Morning,30–45 mins,Academic success,Procrastination,Desktop,4,Yes,"Weekly reports, Personalized schedules, Adaptive quizzes",290.02,Text + Video,Regional,Yes,"Trial success, Better structure",Mentor reviews,Occasionally,Wasting time,3
16,High School,Business,Online University,₹60k–100k,Never,Flashcards,Udemy,Evening,45–60 mins,Certification,"Hard to stay focused, Lack of support, Time management",Tablet,3,Yes,"Mentor guidance, Peer comparison",347.02,Mixed,"English, Mix of English + Regional",No,"App reviews, Better structure",Mentor reviews,Often,Wasting time,3
19,Undergraduate,Other,Coaching Institute,> ₹100k,Rarely,"Video lectures, Flashcards","Coursera, Khan Academy, YouTube",Morning,45–60 mins,Academic success,Procrastination,Desktop,2,Yes,"Weekly reports, Mentor guidance, Gamification",480.08,Interactive modules,"Hindi, Regional, English",Yes,"Trial success, Better structure, Peer usage",Score tracking,Never,Wasting money,5
16,Professional Course,Medical,Traditional College,₹30k–60k,Occasionally,"One-on-one mentoring, Group discussions","Khan Academy, YouTube, BYJU'S",Late night,30–45 mins,Curiosity,"Hard to stay focused, Lack of support",Tablet,5,No,"Peer comparison, Weekly reports, Adaptive quizzes",286.42,AI tutor,"Mix of English + Regional, Regional, Hindi",No,"Better grades, Peer usage",Mentor reviews,Occasionally,Not finishing,4
